lat,lon,conc,Submission,radius,sqrt
37.81,-121.97,37.81-121.97,2/8/16 17:55,14,3.741657387
37.81,-121.97,37.81-121.97,2/8/16 18:54,15,3.872983346
37.81,-121.97,37.81-121.97,2/8/16 18:58,16,4
34.51,-119.29,34.51-119.29,2/8/16 19:02,5,2.236067977
38.4,-122.86,38.4-122.86,2/9/16 11:40,37,6.08276253
33.48,-117.61,33.48-117.61,2/9/16 14:49,9,3
33.48,-117.61,33.48-117.61,2/9/16 14:56,10,3.16227766
40.47,-106.82,40.47-106.82,2/9/16 15:01,2,1.414213562
40.84,-74.58,40.84-74.58,2/9/16 20:04,1,1
39.49,-119.84,39.49-119.84,2/10/16 6:56,3,1.732050808
39.49,-119.84,39.49-119.84,2/10/16 10:21,4,2
37.79,-122.46,37.79-122.46,2/10/16 10:24,4,2
36.03,-115.07,36.03-115.07,2/10/16 15:39,2,1.414213562
37.3,-122.09,37.3-122.09,2/11/16 12:55,14,3.741657387
37.8,-122.41,37.8-122.41,2/11/16 15:30,2,1.414213562
40.47,-106.82,40.47-106.82,2/11/16 15:55,3,1.732050808
38.44,-122.78,38.44-122.78,2/12/16 14:16,11,3.31662479
37.8,-122.43,37.8-122.43,2/12/16 20:46,30,5.477225575
37.8,-122.43,37.8-122.43,2/12/16 21:07,31,5.567764363
37.76,-122.39,37.76-122.39,2/13/16 13:55,21,4.582575695
47.63,-122.29,47.63-122.29,2/13/16 17:43,2,1.414213562
47.63,-122.29,47.63-122.29,2/13/16 20:38,3,1.732050808
42.59,-71.36,42.59-71.36,2/13/16 20:44,1,1
37.74,-122.41,37.74-122.41,2/14/16 6:13,28,5.291502622
39.5,-106.04,39.5-106.04,2/14/16 10:06,1,1
39.5,-106.04,39.5-106.04,2/14/16 13:59,2,1.414213562
37.88,-121.84,37.88-121.84,2/14/16 14:04,3,1.732050808
37.51,-121.89,37.51-121.89,2/14/16 15:29,1,1
38.53,-122.81,38.53-122.81,2/14/16 21:43,27,5.196152423
38.5,-122.76,38.5-122.76,2/15/16 4:20,33,5.744562647
38.5,-122.76,38.5-122.76,2/15/16 9:15,34,5.830951895
37.97,-122.5,37.97-122.5,2/15/16 11:11,11,3.31662479
38.61,-120.97,38.61-120.97,2/15/16 11:58,5,2.236067977
37.77,-122.49,37.77-122.49,2/15/16 12:50,5,2.236067977
37.3,-122.09,37.3-122.09,2/15/16 18:37,15,3.872983346
37.9,-122.11,37.9-122.11,2/15/16 20:23,12,3.464101615
37.89,-122.56,37.89-122.56,2/16/16 21:59,43,6.557438524
37.89,-122.56,37.89-122.56,2/17/16 0:59,44,6.633249581
37.92,-122.51,37.92-122.51,2/17/16 8:52,7,2.645751311
44.96,-93.26,44.96-93.26,2/17/16 9:39,5,2.236067977
40.02,-105.25,40.02-105.25,2/18/16 11:22,7,2.645751311
38.62,-121.32,38.62-121.32,2/18/16 13:02,2,1.414213562
37.52,-122.35,37.52-122.35,2/18/16 14:43,8,2.828427125
37.78,-122.43,37.78-122.43,2/18/16 20:29,20,4.472135955
38.51,-121.12,38.51-121.12,2/19/16 11:50,3,1.732050808
38.02,-122.54,38.02-122.54,2/21/16 17:59,7,2.645751311
39.08,-108.55,39.08-108.55,2/21/16 20:24,1,1
39.38,-119.87,39.38-119.87,2/22/16 11:33,1,1
37.89,-122.19,37.89-122.19,2/22/16 16:42,11,3.31662479
37.77,-122.41,37.77-122.41,2/22/16 20:27,14,3.741657387
38.39,-122.75,38.39-122.75,2/23/16 10:28,7,2.645751311
37.76,-122.39,37.76-122.39,2/24/16 8:53,22,4.69041576
37.76,-122.39,37.76-122.39,2/24/16 11:59,23,4.795831523
37.8,-122.43,37.8-122.43,2/24/16 12:46,32,5.656854249
38.23,-122.56,38.23-122.56,2/24/16 13:07,9,3
40.33,-111.57,40.33-111.57,2/24/16 20:25,6,2.449489743
40.33,-111.57,40.33-111.57,2/24/16 21:55,7,2.645751311
30.26,-97.74,30.26-97.74,2/24/16 22:03,4,2
37.34,-122.11,37.34-122.11,2/25/16 7:40,6,2.449489743
45.54,-122.64,45.54-122.64,2/27/16 11:14,2,1.414213562
37.97,-122.5,37.97-122.5,2/27/16 17:27,12,3.464101615
37.29,-121.88,37.29-121.88,2/28/16 13:18,6,2.449489743
37.29,-121.88,37.29-121.88,2/28/16 14:09,7,2.645751311
38.34,-122.7,38.34-122.7,2/28/16 16:06,16,4
37.56,-122.37,37.56-122.37,2/28/16 21:56,17,4.123105626
37.74,-122.48,37.74-122.48,2/28/16 22:36,6,2.449489743
38.55,-122.15,38.55-122.15,2/29/16 10:14,6,2.449489743
37.99,-122.58,37.99-122.58,3/1/16 9:40,11,3.31662479
32.98,-96.89,32.98-96.89,3/1/16 10:58,1,1
37.77,-122.41,37.77-122.41,3/1/16 11:27,15,3.872983346
37.8,-122.43,37.8-122.43,3/1/16 15:49,33,5.744562647
40.2,-74.78,40.2-74.78,3/2/16 12:30,1,1
30.26,-97.74,30.26-97.74,3/3/16 7:12,5,2.236067977
43.06,-87.96,43.06-87.96,3/3/16 9:31,1,1
43.06,-87.96,43.06-87.96,3/4/16 10:41,2,1.414213562
39.76,-104.87,39.76-104.87,3/4/16 10:44,8,2.828427125
39.76,-104.87,39.76-104.87,3/4/16 13:00,9,3
37.55,-122.26,37.55-122.26,3/4/16 13:05,2,1.414213562
35.18,-120.76,35.18-120.76,3/4/16 22:22,1,1
38.23,-122.56,38.23-122.56,3/5/16 17:44,10,3.16227766
38.45,-122.68,38.45-122.68,3/5/16 21:06,43,6.557438524
38.4,-122.86,38.4-122.86,3/5/16 22:20,38,6.164414003
37.29,-121.88,37.29-121.88,3/6/16 9:33,8,2.828427125
38.51,-123.21,38.51-123.21,3/6/16 17:55,1,1
37.91,-122.3,37.91-122.3,3/7/16 20:05,8,2.828427125
37.83,-122.22,37.83-122.22,3/8/16 13:49,13,3.605551275
34.37,-118.61,34.37-118.61,3/8/16 17:19,2,1.414213562
37.86,-122.28,37.86-122.28,3/8/16 21:02,6,2.449489743
33.6,-117.66,33.6-117.66,3/9/16 8:47,3,1.732050808
37.56,-121.98,37.56-121.98,3/9/16 8:58,2,1.414213562
37.89,-122.56,37.89-122.56,3/10/16 10:13,45,6.708203932
37.59,-122.4,37.59-122.4,3/10/16 12:42,4,2
38.63,-122.89,38.63-122.89,3/10/16 19:55,10,3.16227766
37.42,-121.94,37.42-121.94,3/10/16 20:31,1,1
33.6,-117.64,33.6-117.64,3/11/16 15:05,2,1.414213562
37.89,-122.56,37.89-122.56,3/11/16 20:36,46,6.782329983
34.52,-97.96,34.52-97.96,3/12/16 10:16,1,1
38.53,-122.81,38.53-122.81,3/13/16 11:31,28,5.291502622
37.83,-122.22,37.83-122.22,3/13/16 14:43,14,3.741657387
37.84,-122.53,37.84-122.53,3/13/16 17:08,3,1.732050808
37.57,-122.32,37.57-122.32,3/13/16 19:20,6,2.449489743
37.27,-79.95,37.27-79.95,3/13/16 21:05,1,1
37.79,-122.42,37.79-122.42,3/14/16 6:08,24,4.898979486
29.76,-95.38,29.76-95.38,3/14/16 19:55,2,1.414213562
29.76,-95.38,29.76-95.38,3/14/16 20:04,3,1.732050808
39.76,-104.87,39.76-104.87,3/14/16 20:07,10,3.16227766
33.56,-117.63,33.56-117.63,3/14/16 21:39,1,1
37.79,-122.42,37.79-122.42,3/14/16 23:01,25,5
38.02,-122.54,38.02-122.54,3/15/16 15:07,8,2.828427125
38.4,-122.86,38.4-122.86,3/15/16 22:20,39,6.244997998
38.23,-122.56,38.23-122.56,3/15/16 23:55,11,3.31662479
37.42,-121.94,37.42-121.94,3/16/16 20:23,2,1.414213562
36.67,-121.79,36.67-121.79,3/16/16 22:41,2,1.414213562
36.62,-121.82,36.62-121.82,3/17/16 13:40,1,1
33.55,-117.78,33.55-117.78,3/17/16 16:09,6,2.449489743
38.31,-122.7,38.31-122.7,3/17/16 16:36,10,3.16227766
39.04,-122.93,39.04-122.93,3/17/16 17:02,1,1
38.67,-121.14,38.67-121.14,3/18/16 6:08,19,4.358898944
34.14,-118.16,34.14-118.16,3/18/16 16:22,7,2.645751311
41.14,-104.79,41.14-104.79,3/18/16 21:04,1,1
41.14,-104.79,41.14-104.79,3/19/16 8:53,2,1.414213562
30.39,-90.16,30.39-90.16,3/19/16 8:59,1,1
37.78,-122.43,37.78-122.43,3/19/16 16:54,21,4.582575695
37.45,-122.17,37.45-122.17,3/20/16 9:37,22,4.69041576
38.45,-122.68,38.45-122.68,3/20/16 13:13,44,6.633249581
37.37,-121.75,37.37-121.75,3/20/16 21:33,1,1
37.74,-122.41,37.74-122.41,3/21/16 9:09,29,5.385164807
37.68,-97.34,37.68-97.34,3/21/16 9:20,1,1
33.28,-117.19,33.28-117.19,3/21/16 9:51,1,1
38.45,-122.68,38.45-122.68,3/21/16 16:18,45,6.708203932
37.51,-121.89,37.51-121.89,3/21/16 21:04,2,1.414213562
37.84,-122.23,37.84-122.23,3/22/16 8:45,16,4
37.3,-122.09,37.3-122.09,3/22/16 9:25,16,4
37.22,-121.78,37.22-121.78,3/22/16 11:30,3,1.732050808
34.01,-119.72,34.01-119.72,3/24/16 0:36,7,2.645751311
37.45,-122.17,37.45-122.17,3/24/16 10:12,23,4.795831523
40.17,-74.91,40.17-74.91,3/24/16 16:49,1,1
37.77,-122.41,37.77-122.41,3/24/16 19:14,16,4
38.5,-122.76,38.5-122.76,3/25/16 10:59,35,5.916079783
34.04,-117.98,34.04-117.98,3/25/16 13:09,1,1
29.76,-95.38,29.76-95.38,3/25/16 16:55,4,2
37.73,-122.45,37.73-122.45,3/25/16 18:25,7,2.645751311
37.76,-122.44,37.76-122.44,3/25/16 18:47,30,5.477225575
37.8,-122.43,37.8-122.43,3/26/16 11:37,34,5.830951895
33.9,-118.07,33.9-118.07,3/26/16 17:43,1,1
37.38,-122.08,37.38-122.08,3/26/16 20:22,7,2.645751311
39.94,-75.3,39.94-75.3,3/27/16 10:34,1,1
37.93,-122.53,37.93-122.53,3/27/16 14:19,8,2.828427125
37.8,-122.43,37.8-122.43,3/27/16 21:24,35,5.916079783
33.94,-117.95,33.94-117.95,3/27/16 21:45,1,1
38.45,-122.68,38.45-122.68,3/28/16 10:55,46,6.782329983
38.45,-122.59,38.45-122.59,3/28/16 11:47,28,5.291502622
37.93,-122.53,37.93-122.53,3/28/16 12:17,9,3
37.93,-122.53,37.93-122.53,3/28/16 13:30,10,3.16227766
38.45,-122.59,38.45-122.59,3/28/16 13:33,29,5.385164807
33.98,-118.08,33.98-118.08,3/28/16 20:13,1,1
34.05,-118.25,34.05-118.25,3/28/16 21:59,1,1
37.99,-122.58,37.99-122.58,3/29/16 9:38,12,3.464101615
37.45,-122.17,37.45-122.17,3/29/16 12:31,24,4.898979486
37.76,-122.44,37.76-122.44,3/29/16 13:19,31,5.567764363
38.5,-122.76,38.5-122.76,4/1/16 15:24,36,6
34.45,-119.8,34.45-119.8,4/2/16 8:52,1,1
38.43,-122.67,38.43-122.67,4/2/16 12:16,37,6.08276253
38.45,-122.68,38.45-122.68,4/3/16 20:10,47,6.8556546
38.45,-122.68,38.45-122.68,4/4/16 8:50,48,6.92820323
38.24,-122.46,38.24-122.46,4/4/16 8:57,7,2.645751311
38,-122.64,38-122.64,4/4/16 9:23,1,1
38.45,-122.68,38.45-122.68,4/4/16 9:33,49,7
37.78,-122.43,37.78-122.43,4/4/16 10:07,22,4.69041576
38.5,-122.76,38.5-122.76,4/4/16 10:56,37,6.08276253
38.5,-122.76,38.5-122.76,4/4/16 11:19,38,6.164414003
38.43,-122.67,38.43-122.67,4/4/16 11:22,38,6.164414003
37.54,-122.3,37.54-122.3,4/4/16 11:44,8,2.828427125
38.39,-122.75,38.39-122.75,4/4/16 12:04,8,2.828427125
37.31,-121.93,37.31-121.93,4/4/16 12:27,3,1.732050808
37.76,-122.48,37.76-122.48,4/4/16 12:43,17,4.123105626
33.83,-118.38,33.83-118.38,4/4/16 13:29,5,2.236067977
33.83,-118.38,33.83-118.38,4/4/16 13:42,6,2.449489743
35.27,-120.69,35.27-120.69,4/4/16 13:53,1,1
37.31,-121.93,37.31-121.93,4/4/16 14:19,4,2
38.34,-122.7,38.34-122.7,4/4/16 15:49,17,4.123105626
38.34,-122.7,38.34-122.7,4/4/16 20:07,18,4.242640687
34.07,-117.7,34.07-117.7,4/4/16 20:14,1,1
37.77,-122.49,37.77-122.49,4/5/16 6:17,6,2.449489743
38.4,-122.86,38.4-122.86,4/5/16 12:41,40,6.32455532
37.79,-122.42,37.79-122.42,4/5/16 14:38,26,5.099019514
37.8,-122.43,37.8-122.43,4/5/16 19:58,36,6
37.83,-122.22,37.83-122.22,4/5/16 21:50,15,3.872983346
37.75,-122.43,37.75-122.43,4/6/16 7:25,28,5.291502622
37.44,-122.15,37.44-122.15,4/6/16 9:10,5,2.236067977
38.31,-122.7,38.31-122.7,4/6/16 10:22,11,3.31662479
40.33,-111.57,40.33-111.57,4/6/16 11:27,8,2.828427125
37.79,-122.42,37.79-122.42,4/6/16 11:47,27,5.196152423
39.04,-122.93,39.04-122.93,4/6/16 16:41,2,1.414213562
37.81,-121.97,37.81-121.97,4/6/16 21:28,17,4.123105626
37.8,-122.43,37.8-122.43,4/6/16 23:27,37,6.08276253
37.89,-122.47,37.89-122.47,4/7/16 8:20,8,2.828427125
37.76,-122.44,37.76-122.44,4/7/16 10:52,32,5.656854249
30.26,-97.74,30.26-97.74,4/7/16 11:18,6,2.449489743
37.75,-122.43,37.75-122.43,4/7/16 11:29,29,5.385164807
37.8,-122.43,37.8-122.43,4/7/16 11:51,38,6.164414003
36.6,-121.88,36.6-121.88,4/7/16 12:55,1,1
36.6,-121.88,36.6-121.88,4/7/16 19:00,2,1.414213562
36.39,-121.65,36.39-121.65,4/7/16 19:05,1,1
36.39,-121.65,36.39-121.65,4/7/16 20:08,2,1.414213562
37.13,-121.94,37.13-121.94,4/7/16 20:16,7,2.645751311
38.23,-122.56,38.23-122.56,4/7/16 23:19,12,3.464101615
40.71,-73.99,40.71-73.99,4/7/16 23:35,10,3.16227766
40.71,-73.99,40.71-73.99,4/8/16 8:00,11,3.31662479
37.77,-122.41,37.77-122.41,4/8/16 8:04,17,4.123105626
37.79,-122.42,37.79-122.42,4/8/16 10:24,28,5.291502622
37.77,-122.41,37.77-122.41,4/8/16 10:35,18,4.242640687
38.45,-122.68,38.45-122.68,4/8/16 15:14,50,7.071067812
38.5,-122.76,38.5-122.76,4/8/16 19:35,39,6.244997998
37.88,-122.29,37.88-122.29,4/9/16 11:09,4,2
38.48,-121.64,38.48-121.64,4/9/16 13:18,3,1.732050808
38.4,-122.82,38.4-122.82,4/9/16 22:36,3,1.732050808
37.17,-121.65,37.17-121.65,4/10/16 12:10,6,2.449489743
37.83,-122.22,37.83-122.22,4/10/16 21:26,16,4
37.58,-118.84,37.58-118.84,4/10/16 21:42,1,1
37.58,-118.84,37.58-118.84,4/11/16 10:01,2,1.414213562
26.74,-80.12,26.74-80.12,4/11/16 10:05,1,1
26.74,-80.12,26.74-80.12,4/11/16 12:45,2,1.414213562
37.89,-122.56,37.89-122.56,4/11/16 12:50,47,6.8556546
37.8,-122.43,37.8-122.43,4/11/16 13:23,39,6.244997998
37.8,-122.43,37.8-122.43,4/11/16 15:18,40,6.32455532
39.98,-82.98,39.98-82.98,4/11/16 22:16,2,1.414213562
35.61,-120.76,35.61-120.76,4/12/16 8:11,1,1
35.11,-106.62,35.11-106.62,4/12/16 16:14,3,1.732050808
37.8,-122.43,37.8-122.43,4/12/16 18:35,41,6.403124237
47.68,-122.12,47.68-122.12,4/12/16 22:04,4,2
37.36,-122.14,37.36-122.14,4/13/16 11:28,7,2.645751311
33.83,-112.11,33.83-112.11,4/13/16 22:11,2,1.414213562
32.88,-117.13,32.88-117.13,4/14/16 10:54,1,1
37.89,-122.19,37.89-122.19,4/14/16 11:17,12,3.464101615
47.63,-122.34,47.63-122.34,4/14/16 17:48,2,1.414213562
38.45,-122.59,38.45-122.59,4/14/16 20:14,30,5.477225575
43.07,-89.38,43.07-89.38,4/15/16 7:04,1,1
38.21,-122.76,38.21-122.76,4/15/16 14:25,17,4.123105626
37.8,-122.21,37.8-122.21,4/16/16 10:39,7,2.645751311
37.74,-122.41,37.74-122.41,4/16/16 11:28,30,5.477225575
37.86,-122.24,37.86-122.24,4/17/16 14:16,8,2.828427125
34.2,-118.13,34.2-118.13,4/17/16 18:14,4,2
45.53,-122.68,45.53-122.68,4/18/16 9:45,2,1.414213562
37.45,-122.17,37.45-122.17,4/18/16 13:03,25,5
33.61,-111.89,33.61-111.89,4/19/16 7:43,1,1
40.06,-82.42,40.06-82.42,4/19/16 7:48,1,1
36,-114.96,36-114.96,4/19/16 7:57,7,2.645751311
33.8,-118.16,33.8-118.16,4/19/16 20:05,3,1.732050808
34.3,-118.72,34.3-118.72,4/19/16 21:03,2,1.414213562
37.76,-122.44,37.76-122.44,4/19/16 21:31,33,5.744562647
37.81,-122.24,37.81-122.24,4/20/16 10:43,14,3.741657387
38.94,-119.97,38.94-119.97,4/20/16 13:29,1,1
37.8,-122.43,37.8-122.43,4/20/16 21:42,42,6.480740698
37.74,-122.44,37.74-122.44,4/21/16 10:45,15,3.872983346
38.44,-122.78,38.44-122.78,4/21/16 15:43,12,3.464101615
42.8,-73.92,42.8-73.92,4/21/16 21:53,1,1
37.37,-121.86,37.37-121.86,4/22/16 10:18,2,1.414213562
37.75,-122.43,37.75-122.43,4/22/16 19:52,30,5.477225575
37.89,-122.56,37.89-122.56,4/23/16 16:49,48,6.92820323
36.11,-115.27,36.11-115.27,4/23/16 16:50,1,1
43.98,-121.27,43.98-121.27,4/23/16 18:15,1,1
33.94,-118.38,33.94-118.38,4/23/16 21:09,1,1
45.26,-111.32,45.26-111.32,4/23/16 21:11,1,1
38.74,-121.25,38.74-121.25,4/24/16 9:07,7,2.645751311
45.26,-111.32,45.26-111.32,4/24/16 9:09,2,1.414213562
32.25,-110.82,32.25-110.82,4/24/16 9:17,1,1
36.39,-121.65,36.39-121.65,4/24/16 9:48,3,1.732050808
36.39,-121.65,36.39-121.65,4/24/16 12:51,4,2
32.99,-117.25,32.99-117.25,4/24/16 13:00,2,1.414213562
37.87,-121.68,37.87-121.68,4/24/16 14:30,1,1
38.57,-121.46,38.57-121.46,4/24/16 17:34,6,2.449489743
37.98,-122.6,37.98-122.6,4/24/16 19:16,3,1.732050808
40.71,-73.99,40.71-73.99,4/24/16 20:03,12,3.464101615
38.4,-122.86,38.4-122.86,4/25/16 5:12,41,6.403124237
33.88,-118.4,33.88-118.4,4/25/16 9:44,4,2
37.78,-122.43,37.78-122.43,4/25/16 13:04,23,4.795831523
37.74,-122.41,37.74-122.41,4/25/16 16:25,31,5.567764363
37.49,-122.21,37.49-122.21,4/25/16 17:21,3,1.732050808
37.76,-122.44,37.76-122.44,4/25/16 19:59,34,5.830951895
39.99,-105.09,39.99-105.09,4/26/16 10:12,1,1
37.8,-122.43,37.8-122.43,4/26/16 16:25,43,6.557438524
37.97,-122.5,37.97-122.5,4/26/16 18:53,13,3.605551275
37.76,-122.39,37.76-122.39,4/26/16 20:51,24,4.898979486
37.76,-122.39,37.76-122.39,4/26/16 23:49,25,5
40.67,-74.56,40.67-74.56,4/27/16 10:15,1,1
40.02,-105.25,40.02-105.25,4/27/16 17:41,8,2.828427125
33.61,-117.61,33.61-117.61,4/27/16 20:00,1,1
40.43,-79.97,40.43-79.97,4/27/16 20:39,1,1
37.76,-122.44,37.76-122.44,4/28/16 11:32,35,5.916079783
38.45,-122.59,38.45-122.59,4/28/16 16:53,31,5.567764363
38.45,-122.59,38.45-122.59,4/28/16 19:53,32,5.656854249
40.64,-73.94,40.64-73.94,4/28/16 20:14,4,2
33.87,-117.53,33.87-117.53,4/29/16 10:40,1,1
